Obs,PhoneType,Email,NumberofCampaigns,ProdActive,ProdBought,Socieconomic Status,Province,Right Address,Living Area (m^2),Estimated number of cars,Probability of Second Residence,Number of Mobile Phones,Number of Fixed Lines,ADSL,3G Devices,Type of House,House Price_imp,Income_imp,House Insurance_imp,Pension Plan_imp,Credit_imp,Savings_imp,tenureYrs,tenureYrs_z,tenureGrp,ageYrs,ageGrp,builtYrs,builtYrs_z,builtYrsGrp,livingArea_z,livingAreaGrp,HousePrice_imp_z,HousePrice_impGrp,HouseInsurance_imp_z,HouseInsurance_impGrp,Income_imp_z,Income_impGrp,PensionPlan_imp_z,PensionPlan_impGrp,Savings_imp_z,Savings_impGrp,Credit_imp_z,Credit_impGrp
5660,MOBILE PHONE,0,2,0,0,Medium,AL,Right,53.332,None,Low,3.0,1.0,0.0,0.0,Urban,50169.802995,13419.59031,1656.3654,8753.261096,3912.567762,0.0,8,0.9030899869919435,up_10yrs,41.0,40-55yrs,29.0,1.462397997898956,20-30yrs,3.9951133719602443,up_100m2,4.700442395658958,up_100k,3.219156149899636,up_2.5k,4.127739257351435,up_25k,3.942169882981471,up_25k,0.0,up_25k,3.5924618721922923,up_25k
5661,FIXED / LAND PHONE,0,2,0,0,Medium,MA,Right,73.53920000000002,two,Low,1.0,2.0,0.0,1.0,Urban,215927.095995,115498.76750999999,14780.8314,73889.481896,33807.176562,103424.09832000002,7,0.8450980400142568,up_10yrs,66.0,65-75yrs,43.0,1.6334684555795864,40-50yrs,4.311325161500898,up_100m2,5.334307143968032,100-250k,4.169698863170929,>10k,5.062577349886501,>100k,4.86858262134971,50-100k,11.546602941969722,100-250k,4.529008901770036,25-50k
5662,FIXED / LAND PHONE,0,2,0,0,Very High,BA,Right,90.49020000000002,None,Low,3.0,0.0,1.0,1.0,Urban,167649.91249499994,9362.46591,5804.3214,29339.359496000005,13360.665162,40588.483320000014,7,0.8450980400142568,up_10yrs,40.0,up_40yrs,50.0,1.6989700043360187,40-50yrs,4.516231862720315,up_100m2,5.224403331084561,100-250k,3.763751452418679,5-7.5k,3.9713902493856708,up_25k,4.467450628580572,25-50k,10.61126428050827,25-50k,4.125828080070304,up_25k
5663,MOBILE PHONE,0,2,0,0,Medium,SE,Right,140.43200000000002,None,Low,1.0,1.0,1.0,0.0,Urban,498442.058595,53758.59111,13439.417399999998,20185.337096000007,12010.764762,72807.42132000001,8,0.9030899869919435,up_10yrs,39.0,up_40yrs,37.0,1.568201724066995,30-40yrs,4.951819036203722,100-200m2,5.697614681012806,250-500k,4.128380442419496,>10k,4.730447878327569,40-60k,4.305036006543471,up_25k,11.195586904967183,50-100k,4.079570661136663,up_25k
5664,MOBILE PHONE,0,2,0,0,Very High,BA,Right,0.9648,None,Low,1.0,2.0,0.0,1.0,Rustic,95238.109395,25796.04111,3247.6374,16650.577896000006,7537.0825620000005,0.0,8,0.9030899869919435,up_10yrs,47.0,40-55yrs,52.0,1.7160033436347992,50-60yrs,0.6753904589706863,up_100m2,4.9788107654868465,up_100k,3.511567534125205,2.5-5k,4.411553060381598,25-40k,4.221429311277084,up_25k,0.0,up_25k,3.87720327260556,up_25k
5665,FIXED / LAND PHONE,0,2,0,0,High,CA,Right,138.8508,None,Low,2.0,2.0,1.0,1.0,Urban,110336.409495,29942.26011000001,3780.7074,27563.537895999998,8751.338562,0.0,8,0.9030899869919435,up_10yrs,41.0,40-55yrs,39.0,1.591064607026499,30-40yrs,4.940576140046337,100-200m2,5.042718847286394,100-250k,3.5775730673433306,2.5-5k,4.476284578781103,25-40k,4.440334960336413,25-50k,0.0,up_25k,3.9420744856656635,up_25k
5666,MOBILE PHONE,0,2,0,0,Very High,BA,Right,146.2208,One,Low,0.0,0.0,0.0,0.0,Urban,196816.737195,53691.09291,6834.1374,46580.067495999996,15706.348962,0.0,8,0.9030899869919435,up_10yrs,43.0,40-55yrs,14.0,1.146128035678238,10-20yrs,4.991933500660083,100-200m2,5.29406202784711,100-250k,3.834683706019952,5-7.5k,4.729902244342291,40-60k,4.668200113505642,25-50k,0.0,up_25k,4.196075242332361,up_25k
5667,FIXED / LAND PHONE,0,2,0,0,Medium,MA,Right,108.272,None,Low,0.0,1.0,0.0,0.0,Urban,166528.67809499995,45373.53051,5764.7394,29142.915495999998,13270.506161999998,40311.38232,7,0.8450980400142568,>25yrs,38.0,up_40yrs,42.0,1.6232492903979006,40-50yrs,4.693840186700591,100-200m2,5.221489034634687,100-250k,3.760779679419082,5-7.5k,4.656802572992213,40-60k,4.464532997004573,25-50k,10.60441395434007,25-50k,4.12288748798661,up_25k
5668,MOBILE PHONE,0,4,0,0,Low,ZA,Right,64.521,None,Low,0.0,1.0,1.0,1.0,Urban,246097.160595,88215.78591,49342.1454,25746.926696,6438.5941619999985,49248.76032000001,12,1.0791812460476249,20-25yrs,57.0,55-65yrs,68.0,1.8325089127062364,>60yrs,4.182370701943605,up_100m2,5.391106602954988,100-250k,4.693218028719287,>10k,4.945546307582651,80-100k,4.410725396537397,25-50k,10.804659779989409,25-50k,3.808791051469103,up_25k
5669,MOBILE PHONE,0,2,0,0,Low,ZA,Right,71.7168,One,Low,1.0,0.0,1.0,1.0,Urban,150682.19809499994,75770.08551,9672.863400000002,48538.772295999996,22172.335962,52785.19332000001,8,0.9030899869919435,up_10yrs,59.0,55-65yrs,29.0,1.462397997898956,20-30yrs,4.286572444500561,up_100m2,5.178061946901328,100-250k,3.985555054717921,7.5-10k,4.879497777370851,60-80k,4.686088787409687,25-50k,10.874004945348327,50-100k,4.3458114505327865,up_25k
5670,MOBILE PHONE,0,2,0,0,Low,MA,Right,76.20580000000002,One,Low,3.0,2.0,0.0,1.0,Urban,161862.49579499994,80175.37311000003,10239.2514,51349.77069600001,23462.458362,0.0,8,0.9030899869919435,20-25yrs,45.0,40-55yrs,10.0,1.0,up_10yrs,4.346474583742327,up_100m2,5.209146232594528,100-250k,4.010268206177557,>10k,4.904040989669853,80-100k,4.710538508582095,50-100k,0.0,up_25k,4.370373514902938,up_25k
5671,MOBILE PHONE,1,6,0,1,Very High,JA,Right,175.942,None,Low,0.0,0.0,1.0,0.0,Urban,178478.20399500005,48655.04931,6186.6414,27890.12269600001,14231.505162,0.0,9,0.9542425094393249,up_10yrs,41.0,40-55yrs,11.0,1.0413926851582251,10-20yrs,5.175821995258002,100-200m2,5.251585187043904,100-250k,3.7914549434784313,5-7.5k,4.68712791703356,40-60k,4.445450424846134,25-50k,0.0,up_25k,4.153250834657868,up_25k
5672,MOBILE PHONE,0,16,0,1,High,MA,Right,56.5882,None,Low,0.0,2.0,1.0,0.0,Urban,121553.796195,33022.73331,4176.7794,21261.893096,9653.469762,0.0,15,1.1760912590556813,15-20yrs,44.0,40-55yrs,31.0,1.4913616938342726,30-40yrs,4.05331768560383,up_100m2,5.084768526657726,100-250k,3.6208415382546635,2.5-5k,4.518813017210303,25-40k,4.32760193020346,up_25k,0.0,up_25k,3.9846834405608087,up_25k
5673,MOBILE PHONE,0,2,0,0,Medium,LA,Right,85.76,None,Low,3.0,1.0,1.0,1.0,Urban,169301.788695,32747.76351,5497.691400000002,316342.381896,42228.617562000014,0.0,8,0.9030899869919435,up_10yrs,36.0,up_40yrs,58.0,1.7634279935629373,50-60yrs,4.463145685958674,up_100m2,5.22866154650979,100-250k,3.7401803580904645,5-7.5k,4.515181645444379,25-40k,5.500157380314476,250-500k,0.0,up_25k,4.625606864161771,25-50k
5674,MOBILE PHONE,0,2,0,0,Medium,MA,Right,191.1108,two,Low,2.0,2.0,1.0,0.0,Urban,456750.9220949999,125073.02870999998,16011.8154,79998.75629599999,12498.090762,0.0,8,0.9030899869919435,up_10yrs,50.0,40-55yrs,13.0,1.1139433523068367,10-20yrs,5.258072288912562,100-200m2,5.659679432785092,250-500k,4.204440574486808,>10k,5.097163666645465,>100k,4.903083235267157,50-100k,0.0,up_25k,4.096843674219423,up_25k
5675,MOBILE PHONE,0,2,0,0,Medium,LA,Right,279.79200000000003,None,Low,3.0,1.0,1.0,1.0,Urban,67805.47039500001,42597.17091,9882.5094,13991.803496,5954.4907619999985,0.0,7,0.8450980400142568,up_10yrs,42.0,40-55yrs,13.0,1.1139433523068367,10-20yrs,5.637614181717318,200-300m2,4.831264733196328,up_100k,3.99486723610544,7.5-10k,4.629380756403762,40-60k,4.145873697185161,up_25k,0.0,up_25k,3.774844625817107,up_25k
5676,FIXED / LAND PHONE,0,2,0,0,Low,LU,Right,108.272,None,Low,2.0,0.0,1.0,1.0,Rustic,117568.003995,31928.17131,4036.0374,20563.485096000004,9332.931762,0.0,8,0.9030899869919435,up_10yrs,39.0,up_40yrs,65.0,1.8129133566428555,>60yrs,4.693840186700591,100-200m2,5.070289145047167,100-250k,3.605955181979731,2.5-5k,4.504174044981056,25-40k,4.313096720716997,up_25k,0.0,up_25k,3.9700180904833324,up_25k
5677,MOBILE PHONE,0,2,0,0,Medium,CA,Right,157.0212,None,Low,3.0,0.0,0.0,0.0,Urban,136491.490395,37124.85231,4704.1974,27943.669096000005,10854.810762,0.0,8,0.9030899869919435,up_10yrs,61.0,55-65yrs,21.0,1.3222192947339193,20-30yrs,5.062729201241199,100-200m2,5.135105575994385,100-250k,3.672485537543419,2.5-5k,4.569664734619421,25-40k,4.446283429821398,25-50k,0.0,up_25k,4.035622256557316,up_25k
5678,FIXED / LAND PHONE,0,2,0,0,Very High,MA,Right,71.23440000000002,None,Low,3.0,1.0,0.0,0.0,Urban,318645.093195,27645.04071,3485.3634,17830.421096000002,8078.577762000001,0.0,8,0.9030899869919435,15-20yrs,40.0,up_40yrs,61.0,1.7853298350107671,>60yrs,4.279916386724103,up_100m2,5.503307235181356,250-500k,3.5422480663326743,2.5-5k,4.441617233815914,25-40k,4.2511615999061245,up_25k,0.0,up_25k,3.907334909724742,up_25k
5679,FIXED / LAND PHONE,0,2,0,0,Medium,CA,Right,88.56060000000002,None,Low,3.0,2.0,0.0,0.0,Rustic,159177.696795,35775.46791,5505.1794,27854.746696,12679.294362,38494.552319999995,8,0.9030899869919435,up_10yrs,59.0,55-65yrs,56.0,1.7481880270062005,50-60yrs,4.494915491127497,up_100m2,5.201882216432948,100-250k,3.7407714761071444,5-7.5k,4.553585322638721,25-40k,4.444899213449577,25-50k,10.558297989446602,25-50k,4.103095084522292,up_25k
5680,MOBILE PHONE,0,2,0,0,Medium,VA,Right,163.681,None,Low,2.0,1.0,0.0,1.0,Rustic,189050.745195,51558.42951,6559.9434,45854.85949600001,15081.779562,8427.62232,8,0.9030899869919435,>25yrs,48.0,40-55yrs,20.0,1.3010299956639813,10-20yrs,5.1040102692660705,100-200m2,5.276578393591908,100-250k,3.81690009224552,5-7.5k,4.712299680102455,40-60k,4.661385367060903,25-50k,9.039388611780417,up_25k,4.178452588772408,up_25k
5681,FIXED / LAND PHONE,0,2,0,0,Medium,BA,Right,111.5014,None,Low,2.0,1.0,0.0,0.0,Urban,132471.13639499998,36020.802509999994,4562.2494,23174.984296,10531.492962,0.0,8,0.9030899869919435,15-20yrs,51.0,40-55yrs,45.0,1.6532125137753437,40-50yrs,4.722965666011488,100-200m2,5.122121261896119,100-250k,3.659179022738791,2.5-5k,4.556553384268696,25-40k,4.365019448526875,up_25k,0.0,up_25k,4.022489941859564,up_25k
5682,MOBILE PHONE,0,2,0,0,Medium,BA,Right,88.37300000000002,One,Low,3.0,0.0,0.0,0.0,Urban,227433.741795,26941.015710000003,7915.145399999998,39815.318695999995,18168.661362,55364.28732,8,0.9030899869919435,15-20yrs,42.0,40-55yrs,91.0,1.9590413923210936,>60yrs,4.492818623141412,up_100m2,5.356854896536011,100-250k,3.89845889719429,7.5-10k,4.430413965140968,25-40k,4.60005019632399,25-50k,10.921708093678934,50-100k,4.259322930361799,up_25k
5683,FIXED / LAND PHONE,0,2,0,0,Medium,BU,Right,145.524,One,Low,1.0,0.0,1.0,0.0,Urban,233406.849195,63739.30311,8126.051399999998,32684.96429600001,18649.050162,56840.56632000001,8,0.9030899869919435,>25yrs,56.0,55-65yrs,43.0,1.6334684555795864,40-50yrs,4.987189237565275,100-200m2,5.368113596027904,100-250k,3.90987956505731,7.5-10k,4.804407310829963,60-80k,4.5143480148929225,25-50k,10.948023138481606,50-100k,4.270656717114844,up_25k
5684,MOBILE PHONE,0,2,0,0,Medium,BA,Right,1020.812,One,Low,3.0,0.0,1.0,1.0,Urban,276567.529095,75591.89631000001,9649.9494,48425.08669600001,22120.159362,0.0,8,0.9030899869919435,up_10yrs,51.0,40-55yrs,51.0,1.7075701760979363,50-60yrs,6.929332800808948,>900m2,5.441801189646528,250-500k,3.9845250361045803,7.5-10k,4.878475240256655,60-80k,4.685070406914343,25-50k,0.0,up_25k,4.344788251465749,up_25k
5685,MOBILE PHONE,0,6,0,1,Very High,BA,Right,70.08200000000001,None,Low,2.0,0.0,1.0,1.0,Urban,195397.398495,24170.40171,3038.6214,15613.257096,7060.998762,0.0,9,0.9542425094393249,>25yrs,40.0,up_40yrs,39.0,1.591064607026499,30-40yrs,4.263834140200677,up_100m2,5.290918777259995,100-250k,3.4826765921057077,2.5-5k,4.383283868404612,up_25k,4.19349351108711,up_25k,0.0,up_25k,3.848866135350237,up_25k
5686,MOBILE PHONE,0,2,0,0,High,BA,Right,126.362,One,Low,1.0,2.0,0.0,0.0,Urban,267866.262495,73202.39451000001,6488.2854,46900.32749600001,21420.363162,65357.33832000001,8,0.9030899869919435,up_10yrs,38.0,up_40yrs,33.0,1.5185139398778875,30-40yrs,4.847033425490362,100-200m2,5.427918018069128,250-500k,3.8121299449205863,5-7.5k,4.8645252874172895,60-80k,4.67117587532082,25-50k,11.08764030571009,50-100k,4.330826829610479,up_25k
5687,MOBILE PHONE,0,6,0,0,High,ZA,Right,98.3292,None,Low,1.0,1.0,1.0,0.0,Urban,113145.87199500001,60655.98231,3879.905400000001,19788.589896,8977.289561999998,0.0,12,1.0791812460476249,10-15yrs,54.0,40-55yrs,14.0,1.146128035678238,10-20yrs,4.5984395862332885,up_100m2,5.053638713814424,100-250k,3.5888211367388356,2.5-5k,4.782873640422664,60-80k,4.296414848162691,up_25k,0.0,up_25k,3.953145233554909,up_25k
5688,FIXED / LAND PHONE,0,2,0,0,Very High,SA,Right,82.81200000000003,None,Low,1.0,1.0,0.0,1.0,Urban,139551.97639499998,48775.87071,5144.603400000001,31584.77069600001,9375.563562000001,0.0,8,0.9030899869919435,up_10yrs,43.0,40-55yrs,15.0,1.1760912590556813,10-20yrs,4.428576195326862,up_100m2,5.144735991533102,100-250k,3.7113519004142086,5-7.5k,4.688205030832791,40-60k,4.499477728283629,25-50k,0.0,up_25k,3.9719973824808963,up_25k
5689,MOBILE PHONE,0,2,0,0,Medium,LA,Right,83.0934,None,Low,0.0,2.0,1.0,1.0,Urban,255335.188095,27345.84111,1168.2954,36101.857096000014,16645.109561999998,27832.225319999998,7,0.8450980400142568,up_10yrs,61.0,55-65yrs,48.0,1.6812412373755872,40-50yrs,4.431928085896964,up_100m2,5.407110669651185,250-500k,3.067552666722991,up_2.5k,4.436891286050895,25-40k,4.557529542786566,25-50k,10.233985741444744,25-50k,4.2212866581298405,up_25k
5690,FIXED / LAND PHONE,0,2,0,0,Medium,MA,Right,71.2612,None,Low,3.0,1.0,1.0,0.0,Urban,151676.908695,27092.354310000002,3414.2994,17477.733096000004,7916.709761999998,0.0,8,0.9030899869919435,up_10yrs,55.0,40-55yrs,60.0,1.7781512503836436,50-60yrs,4.28028733227964,up_100m2,5.180919468791563,100-250k,3.533301601742583,2.5-5k,4.432846746613627,25-40k,4.2424851029127035,up_25k,0.0,up_25k,3.8985447233693726,up_25k
5691,FIXED / LAND PHONE,0,2,0,0,Low,PO,Right,134.1474,two,Low,3.0,1.0,1.0,0.0,Urban,461259.98509499995,126311.28111,3208.3254,80788.87389599999,36973.688562,113155.35732,8,0.9030899869919435,10-15yrs,43.0,40-55yrs,95.0,1.9777236052888478,>60yrs,4.906366034653574,100-200m2,5.6639457806299305,250-500k,3.5062784095677384,2.5-5k,5.101442139985513,>100k,4.907351554607696,50-100k,11.636525834370689,100-250k,4.567892778736883,25-50k
5692,FIXED / LAND PHONE,0,4,0,0,Medium,BA,Right,84.0716,None,Low,1.0,0.0,1.0,1.0,Urban,26516.018295,72638.80911,6126.2334,81059.285896,7971.961362000001,51439.97232,10,1.0,up_10yrs,46.0,40-55yrs,31.0,1.4913616938342726,30-40yrs,4.4434932548513615,up_100m2,4.423508309991548,up_100k,3.787193538732575,5-7.5k,4.861168715452522,60-80k,4.908802773439812,50-100k,10.848190260754633,50-100k,3.901565185122422,up_25k
5693,FIXED / LAND PHONE,0,2,0,0,Low,MA,Right,101.237,None,Low,2.0,1.0,0.0,1.0,Urban,185643.45949500002,50622.74091,6439.6314,32492.379496000016,14807.760162000002,45035.65332000001,8,0.9030899869919435,20-25yrs,55.0,40-55yrs,42.0,1.6232492903979006,40-50yrs,4.627293647475714,100-200m2,5.268679652968224,100-250k,3.8088610093586626,5-7.5k,4.704345655833346,40-60k,4.511781516951087,25-50k,10.71523195543473,25-50k,4.17048937163062,up_25k
5694,MOBILE PHONE,0,6,0,0,High,GI,Right,319.992,two,Medium,3.0,1.0,1.0,1.0,Urban,728638.9501949998,199737.65511,25611.5574,127641.920296,58477.13896200001,60992.27532000001,10,1.0,20-25yrs,62.0,55-65yrs,60.0,1.7781512503836436,50-60yrs,5.771416200701075,300-400m2,5.862512383214738,500-750k,4.408435988060822,>10k,5.300459947018405,>100k,5.105993329270165,100-250k,11.018518896422764,50-100k,4.766986116285452,50-100k
5695,MOBILE PHONE,0,2,0,0,Low,GI,Right,354.83200000000005,two,Low,0.0,1.0,0.0,0.0,Urban,371006.41909499996,101526.26211,12984.3774,64973.65789600001,29715.212562,669123.40032,8,0.9030899869919435,up_10yrs,36.0,up_40yrs,50.0,1.6989700043360187,40-50yrs,5.87445870935505,300-400m2,5.569381423775209,250-500k,4.113421130074142,>10k,5.006578397068763,>100k,4.81273731742459,50-100k,13.413725271480075,>1MM,4.472978841246541,25-50k
5696,MOBILE PHONE,0,2,0,0,Medium,BA,Right,282.1102,two,Low,2.0,2.0,1.0,0.0,Urban,518501.228895,142030.60010999994,18192.0654,90819.309896,23707.892562,127302.73632,7,0.8450980400142568,up_10yrs,44.0,40-55yrs,41.0,1.6127838567197355,40-50yrs,5.6458362211402955,200-300m2,5.714749790043642,500-750k,4.259882008623786,>10k,5.152381922039583,>100k,4.958178197526434,50-100k,11.754331134625385,100-250k,4.374892950461857,up_25k
5697,MOBILE PHONE,0,2,0,0,Very High,SA,Right,49.9418,None,Low,0.0,0.0,1.0,1.0,Urban,121786.672995,33086.690910000005,4185.0054,21302.736296,9672.214961999998,0.0,7,0.8450980400142568,up_10yrs,51.0,40-55yrs,13.0,1.1139433523068367,10-20yrs,3.930683804616066,up_100m2,5.085599766446285,100-250k,3.621696022708894,2.5-5k,4.5196533343587095,25-40k,4.328435391322738,up_25k,0.0,up_25k,3.9855259400211396,up_25k
5698,MOBILE PHONE,0,6,0,1,Medium,CO,Right,88.775,None,Low,2.0,0.0,1.0,0.0,Urban,124969.166595,38729.31111,4297.361400000002,21860.390696000006,9928.153362,0.0,9,0.9542425094393249,up_10yrs,41.0,40-55yrs,50.0,1.6989700043360187,40-50yrs,4.497306540112147,up_100m2,5.09680287357242,100-250k,3.6332018785677307,2.5-5k,4.588039772127151,25-40k,4.33965791953503,up_25k,0.0,up_25k,3.9968684771687464,up_25k
5699,FIXED / LAND PHONE,0,2,0,0,Medium,ZA,Right,30.2706,None,Low,0.0,1.0,1.0,1.0,Urban,84852.183195,22943.90511,2880.9234,14830.643496,6701.814162,0.0,7,0.8450980400142568,>25yrs,56.0,55-65yrs,52.0,1.7160033436347992,50-60yrs,3.4426783590055274,up_100m2,4.9286630209299895,up_100k,3.4595317111094404,2.5-5k,4.360667337862854,up_25k,4.171159995310166,up_25k,0.0,up_25k,3.8261923808945197,up_25k
5700,MOBILE PHONE,0,6,0,1,Very High,BA,Right,124.352,None,Low,0.0,1.0,0.0,0.0,Rustic,125498.462895,34106.005710000005,6907.8294,21953.118696,9970.711361999998,0.0,8,0.9030899869919435,up_10yrs,37.0,up_40yrs,47.0,1.6720978579357175,40-50yrs,4.8311257798021074,100-200m2,5.098638406611418,100-250k,3.8393416034244456,5-7.5k,4.532830860431119,25-40k,4.341496225546365,up_25k,0.0,up_25k,3.9987261442264264,up_25k
5701,MOBILE PHONE,1,2,1,1,Low,TA,Right,143.5542,None,Low,2.0,0.0,0.0,1.0,Rustic,120734.515395,32797.74771,4147.853400000001,55714.847496,9587.590961999998,0.0,8,0.9030899869919435,10-15yrs,36.0,up_40yrs,12.0,1.0791812460476249,10-20yrs,4.973654523730319,100-200m2,5.081831443276704,100-250k,3.617823398465279,2.5-5k,4.515844020824364,25-40k,4.74597094609501,50-100k,0.0,up_25k,3.981709497333284,up_25k
5702,FIXED / LAND PHONE,0,4,0,0,High,GU,Wrong,159.192,None,Low,1.0,1.0,1.0,1.0,Urban,234442.966095,39916.26891,4422.2094,145776.944296,6655.910562,0.0,9,0.9542425094393249,10-15yrs,61.0,55-65yrs,67.0,1.8260748027008264,>60yrs,5.076373095809309,100-200m2,5.3700372072947316,100-250k,3.6456393033967784,2.5-5k,4.601149939741398,25-40k,5.163688842522462,100-250k,0.0,up_25k,3.823207477541856,up_25k
5703,MOBILE PHONE,0,2,0,0,Medium,BA,Right,62.6182,None,Low,3.0,2.0,0.0,1.0,Rustic,166064.784795,45246.13191,5748.3593999999985,29061.604295999998,13233.187962,0.0,7,0.8450980400142568,10-15yrs,60.0,55-65yrs,9.0,0.9542425094393249,up_10yrs,4.152899592931118,up_100m2,5.220277547016887,100-250k,3.7595439133517656,5-7.5k,4.655581457310342,40-60k,4.463319585105454,25-50k,0.0,up_25k,4.12166448118844,up_25k
5704,MOBILE PHONE,0,2,0,0,Medium,ZA,Right,1903.872,None,Low,2.0,1.0,1.0,0.0,Urban,101240.244495,230117.71671,3303.2754,70370.695496,6133.381962,94119.76332,8,0.9030899869919435,up_10yrs,38.0,up_40yrs,25.0,1.3979400086720377,20-30yrs,7.552170093702295,>900m2,5.00535318530784,100-250k,3.518944783111441,2.5-5k,5.361950056187951,>100k,4.847391843319315,50-100k,11.452333952880661,50-100k,3.787700011617788,up_25k
5705,MOBILE PHONE,0,4,0,0,Low,ZA,Right,177.34900000000005,None,Low,0.0,2.0,1.0,1.0,Urban,288830.029995,53618.70591,18142.0074,27165.879496000005,3178.602162,0.0,10,1.0,up_10yrs,59.0,55-65yrs,52.0,1.7160033436347992,50-60yrs,5.183742304836561,100-200m2,5.4606423453488055,250-500k,4.25868533975324,>10k,4.729316328055511,40-60k,4.43402376989161,25-50k,0.0,up_25k,3.50223617445134,up_25k
5706,MOBILE PHONE,0,2,0,0,Medium,LA,Right,90.6644,None,Low,1.0,1.0,1.0,0.0,Urban,162697.70029499993,15497.39331,5629.4694,28471.575495999998,12962.391162,0.0,8,0.9030899869919435,>25yrs,37.0,up_40yrs,14.0,1.146128035678238,10-20yrs,4.51813408142001,up_100m2,5.2113814142997965,100-250k,3.750467462788905,5-7.5k,4.1902586551841035,up_25k,4.454411499823019,25-50k,0.0,up_25k,4.112685122882825,up_25k
5707,MOBILE PHONE,0,4,0,1,Very High,BA,Right,232.892,two,Low,3.0,1.0,1.0,1.0,Urban,403008.001695,110314.38410999998,14114.273399999998,70581.343496,20820.516762,98758.14732,10,1.0,20-25yrs,75.0,65-75yrs,44.0,1.6434526764861874,40-50yrs,5.454859470354504,200-300m2,5.605313669112537,250-500k,4.149658525664457,>10k,5.042632144646056,>100k,4.848689920775808,50-100k,11.500439309561981,50-100k,4.318491504430037,up_25k
5708,MOBILE PHONE,0,2,0,0,High,GR,Right,290.51200000000006,None,Low,1.0,0.0,0.0,1.0,Rustic,175128.17809499995,47735.08551,6068.3634,30649.772296000014,13962.085962,44192.44332000001,8,0.9030899869919435,up_10yrs,40.0,up_40yrs,17.0,1.2304489213782739,10-20yrs,5.675081171324024,200-300m2,5.243356029616302,100-250k,3.7830715803363604,5-7.5k,4.678837704872806,40-60k,4.48642725239577,25-50k,10.696331715885679,25-50k,4.1449503075499985,up_25k
5709,FIXED / LAND PHONE,0,2,0,0,Low,CA,Right,66.19600000000001,None,Low,0.0,2.0,0.0,1.0,Urban,181562.183595,34002.232110000004,4302.7074,21886.922696000005,9940.330362,0.0,8,0.9030899869919435,up_10yrs,73.0,65-75yrs,29.0,1.462397997898956,20-30yrs,4.207613721947968,up_100m2,5.259025397234265,100-250k,3.6337418134573922,2.5-5k,4.53150742766687,25-40k,4.340184704003067,up_25k,0.0,up_25k,3.9974008182010814,up_25k
5710,FIXED / LAND PHONE,0,2,0,0,High,LA,Right,118.4158,None,Low,3.0,0.0,1.0,1.0,Urban,174570.20509499998,47581.85691,4454.735400000001,30552.00589600001,13917.215562,42298.879320000015,7,0.8450980400142568,20-25yrs,68.0,65-75yrs,53.0,1.724275869600789,50-60yrs,4.782611520512091,100-200m2,5.241970122147217,100-250k,3.648821913146709,2.5-5k,4.677441386630003,40-60k,4.485039729176469,25-50k,10.652539512075217,25-50k,4.143552354023081,up_25k
5711,MOBILE PHONE,0,2,0,0,Medium,BA,Right,254.1444,None,Low,0.0,1.0,1.0,0.0,Urban,353449.387395,47705.56371,8541.167399999998,19724.913096000004,7685.026961999999,40913.50932000001,8,0.9030899869919435,15-20yrs,67.0,65-75yrs,43.0,1.6334684555795864,40-50yrs,5.541829659395322,200-300m2,5.5483272332707605,250-500k,3.9315172337719946,7.5-10k,4.678569032030583,40-60k,4.295015098471532,up_25k,10.619240030221844,25-50k,3.8856453955087997,up_25k
5712,MOBILE PHONE,0,2,0,0,Low,BA,Right,377.61199999999997,None,Low,3.0,2.0,1.0,0.0,Urban,35711.059995,39519.961110000004,9511.5294,39385.982696000014,11991.502962,0.0,8,0.9030899869919435,>25yrs,45.0,40-55yrs,20.0,1.3010299956639813,10-20yrs,5.936511933994002,300-400m2,4.55280274134784,up_100k,3.9782503546426886,7.5-10k,4.596816508544115,25-40k,4.595341685761308,25-50k,0.0,up_25k,4.078873619061849,up_25k
